,published_date,title,publisher,kode_emitten,title_en
153,2020-11-02,Strategi Transformasi BRI Menjadi Home to The Best Talent,CNBC Indonesia,BBRI,BRI Transformation Strategy to Become a Home to the Best Talent
154,2020-11-03,"BRI Salurkan Bantuan UMKM Hingga Rp5,98 Triliun",Bisnis,BBRI,BRI Distributes MSME Assistance Up to IDR 5.98 Trillion
155,2020-11-04,Terungkap! Ini Rahasia Kinerja BRI Bisa Sustain,CNBC Indonesia,BBRI,Revealed! This is the secret to BRI's sustainable performance
156,2020-11-05,"BRI Syariah ubah susunan komisaris, ini dewan pengurus barunya",Kontan,BBRI,"BRI sharia changes the composition of commissioners, this is the new management board"
157,2020-11-08,BRI Gencarkan Kolaborasi Edukasi Pengelolaan Keuangan,CNBC Indonesia,BBRI,BRI Intensifies Collaboration on Financial Management Education
158,2020-11-11,"Q3-2020, Bank BRI Cetak Laba Bersih Rp 14,12 T",CNBC Indonesia,BBRI,"Q3-2020, Bank BRI Prints Net Profit of IDR 14.12 T"
159,2020-11-11,"Launching BRI Micro & SME Index, BRI Optimistis UMKM Bangkit",CNBC Indonesia,BBRI,"Launching BRI Micro & SME Index, BRI Optimistic that MSMEs will Rise"
160,2020-11-11,Terungkap! BRI Sedang Siapkan Aksi Korporasi Besar,CNBC Indonesia,BBRI,Revealed! BRI is Preparing for Major Corporate Action
161,2020-11-11,"Laba Bank BRI kuartal III 2020 hanya Rp 14,11 triliun, ini penyebabnya",Kontan,BBRI,"BRI Bank's profit in the third quarter of 2020 was only IDR 14.11 trillion, this is the reason"
162,2020-11-11,Penyaluran Kredit Usaha Rakyat BRI di Cirebon Terealisasi 74 Persen,Bisnis,BBRI,BRI People's Business Credit Distribution in Cirebon Realized 74 Percent
163,2020-11-12,"BRI Siapkan Aksi Korporasi Besar, Ini Kode Erick Thohir",CNBC Indonesia,BBRI,"BRI Prepares Major Corporate Action, This is Erick Thohir's Code"
164,2020-11-12,Top! BRI Suntik Modal BRI Finance Rp 195 M,CNBC Indonesia,BBRI,Top! BRI Injects BRI Finance Capital IDR 195 Billion
165,2020-11-12,BRI Micro & SME Index Bisa Jadi Acuan Pengembangan UMKM di RI,CNBC Indonesia,BBRI,BRI Micro & SME Index Can Become a Reference for MSME Development in RI
166,2020-11-13,BRIBrain Otak Dibalik Kecanggihan Teknologi BRI,CNBC Indonesia,BBRI,BRIBrain The Brain Behind BRI's Sophisticated Technology
167,2020-11-13,Emiten bank dengan kode saham BBRI akan bikin holding bareng PNM dan Pegadaian,Kontan,BBRI,Bank issuers with the stock code BBRI will create a holding jointly with PNM and pawnshop
168,2020-11-13,BRI Gelar Virtual Gathering Bersama Perbankan & BPD,CNBC Indonesia,BBRI,BRI Holds Virtual Gathering with Banking & BPD
169,2020-11-14,Ini Cara BRI Tingkatkan Kesadaran Investasi & Asuransi,CNBC Indonesia,BBRI,This is BRI's way of increasing investment & insurance awareness
170,2020-11-15,Ini Keuntungan BRI Jika Konsolidasi dengan Pegadaian dan PNM Terealisasi,Bisnis,BBRI,These Are BRI's Benefits If Consolidation with pawnshop and PNM is Realized
171,2020-11-16,"BMSI, Indeks Acuan Bagi Pengembangan Bisnis UMKM BRI",CNBC Indonesia,BBRI,"BMSI, Reference Index for BRI MSME Business Development"
172,2020-11-16,"BRI Luncurkan Indeks Aktivitas UMKM BMSI, Ini Keunggulannya",CNBC Indonesia,BBRI,"BRI Launches BMSI MSME Activity Index, These Are Its Advantages"
173,2020-11-16,Desa BRILian Jadi Andalan BRI Pulihkan Ekonomi Desa,CNBC Indonesia,BBRI,BRILian Village Becomes BRI's Mainstay to Restore Village Economy
174,2020-11-17,"BRI Micro & SME Index, Kado dari BRI untuk Indonesia",CNBC Indonesia,BBRI,"BRI Micro & SME Index, a gift from BRI for Indonesia"
175,2020-11-17,"Dorong Kebangkitan UMKM, BRI Cermat Terapkan Risk Management",CNBC Indonesia,BBRI,"Encouraging the revival of MSMEs, BRI carefully implements risk management"
176,2020-11-18,"BRI, Pegadaian, & PNM Keroyok UMKM",CNBC Indonesia,BBRI,"BRI, Pegadaian, & PNM Attack MSMEs"
177,2020-11-19,"Genjot Kredit Digital untuk UMKM, BRI Kolaborasi dengan OVO",CNBC Indonesia,BBRI,"Boosting Digital Credit for MSMEs, BRI Collaborates with OVO"
178,2020-11-20,"Wow! Sangat Rendah, NPL KUR BRI Cuma 0,06%",CNBC Indonesia,BBRI,"Wow! Very Low, BRI KUR NPL Only 0.06%"
179,2020-11-20,BRI Corporate University Raih Akreditasi Global,Bisnis,BBRI,BRI Corporate University Receives Global Accreditation
180,2020-11-20,"Tingkatkan Inklusi Keuangan, BRI Kolaborasi dengan Fintech",CNBC Indonesia,BBRI,"Increasing Financial Inclusion, BRI Collaborates with Fintech"
181,2020-11-23,BRI sudah selesaikan 70% rekomendasi hasil pemeriksaan BPK,Kontan,BBRI,BRI has completed 70% of the recommendations from the BPK examination results
182,2020-11-23,"Fantastis, BRI Salurkan KUR Super Mikro Rp 6 T Dalam 2 Bulan",CNBC Indonesia,BBRI,"Fantastic, BRI Distributes Super Micro KUR Rp. 6 T in 2 Months"
183,2020-11-24,"5 Berita Populer Finansial, BRI Syariah (BRIS) Resmi Naik Kelas jadi BUKU 3 dan Menteri BUMN Temui Wapres Bahas Kelanjutan Merger 3 Bank Syariah",Bisnis,BBRI,"5 Popular Financial News, BRI sharia (BRIS) Officially Upgraded to BUKU 3 and the Minister of BUMN Meets with the Vice President to Discuss the Continuation of the Merger of 3 Sharia Banks"
184,2020-11-25,"BRI Ventures Dapat Modal Rp 150 M, Salah Satunya dari Grab",CNBC Indonesia,BBRI,"BRI Ventures Gets Capital of IDR 150 Billion, One of which is from Grab"
185,2020-11-25,"Bukan BCA, BRI atau HMSP Pemilik Saham Terbanyak, tapi FREN",CNBC Indonesia,BBRI,"Not BCA, BRI or HMSP, the owner of the most shares, but FREN"
186,2020-11-26,BRI Agro gandeng Restock untuk penyaluran kredit melalui platform digital,Kontan,BBRI,BRI Agro collaborates with Restock to distribute credit via digital platforms
187,2020-11-26,"Perkuat Digital Security, BRI Akan Bermitra dengan Element",CNBC Indonesia,BBRI,"Strengthening Digital Security, BRI Will Partner with Element"
188,2020-11-27,BRI Pacu UMKM untuk Berkembang & Wujudkan SDGs di Indonesia,CNBC Indonesia,BBRI,BRI Spurred MSMEs to Develop & Realize SDGs in Indonesia
189,2020-11-30,"Profil Sunarso, Dirut BBRI Pemenang The Best CEO Top BUMN Award 2020",Bisnis,BBRI,"Profile of Sunarso, Managing Director of BBRI, Winner of the Best CEO Top BUMN Award 2020"
190,2020-11-30,BRI Dinobatkan Sebagai The Most Resilient BUMN,CNBC Indonesia,BBRI,BRI Named The Most Resilient BUMN
191,2020-11-30,"Terungkap! Alasan Erick Sinergikan BRI, PNM & Pegadaian",CNBC Indonesia,BBRI,"Revealed! Erick's reasons for synergizing BRI, PNM & pawnshop"
192,2020-11-30,"Rekam Jejak Pemenang Top CEO BUMN Kuswiyoto, Dari BRI Ke Pegadaian",Bisnis,BBRI,"Track Record of Winner of Top CEO of BUMN Kuswiyoto, From BRI to pawnshop"
193,2020-12-01,"Demi Penetrasi Pembiayaan, BRI & BRI Ventures Jalin Kerjasama",CNBC Indonesia,BBRI,"For the sake of financing penetration, BRI & BRI Ventures collaborate"
194,2020-12-02,Inovasi Digital Attacker BRI Agro,CNBC Indonesia,BBRI,BRI Agro Digital Attacker Innovation
195,2020-12-02,BRI Ventures Suntikkan Rp 30 M ke Startup Minuman Kekinian,CNBC Indonesia,BBRI,BRI Ventures Injects IDR 30 Billion into Contemporary Beverage Startup
196,2020-12-06,"Kampung Coklat UMKM Binaan BRI, Dari Blitar Menuju Global",CNBC Indonesia,BBRI,"BRI's UMKM Chocolate Village, From Blitar to Global"
197,2020-12-08,Strategi BRI Dorong Pembangunan Desa Jadi Sentra Produksi,CNBC Indonesia,BBRI,BRI Strategy Encourages Development of Villages to Become Production Centers
198,2020-12-08,Asep Sasar Pasar Global via BRI UMKM EXPO[RT] BRILIANPRENEUR,CNBC Indonesia,BBRI,Asep Targets Global Market via BRI UMKM EXPO[RT] BRILIANPRENEUR
199,2020-12-08,BRI Agro & PAYFAZZ Kerja Sama Agen & Layanan Perbankan,CNBC Indonesia,BBRI,BRI Agro & PAYFAZZ Collaboration with Agents & Banking Services
200,2020-12-08,"Obral Kuota KUR Akhir Tahun! Ini Cara Mengajukan di BRI, BNI, dan Bank Mandiri",Bisnis,BBRI,"End of Year KUR Quota Sale! This is how to apply at BRI, BNI and Bank Mandiri"
201,2020-12-09,"Berkah Covid, Saham BRI Bikin Cuan 100% Dalam Hitungan Bulan",CNBC Indonesia,BBRI,"Thanks to Covid, BRI shares make 100% profit in a matter of months"
202,2020-12-10,"BRI Finance Rilis Aplikasi MY BRIF, Agunan BPKB Bisa Cair 90 Persen",Bisnis,BBRI,"BRI Finance Releases MY BRIF Application, BPKB Collateral Can Be Disbursed 90 Percent"
203,2020-12-11,BRI Rogoh Rp 400 M Borong Saham BRIS yang Tak Setuju Merger,CNBC Indonesia,BBRI,BRI Spends IDR 400 Billion to Buy Up BRIS Shares That Don't Agree to the Merger
204,2020-12-11,"Merger makin terang, harga saham BRI Syariah (BRIS) catat rekor tertinggi sejak IPO",Kontan,BBRI,"The merger is becoming clearer, the share price of BRI sharia (BRIS) has recorded its highest record since the IPO"
205,2020-12-12,Transaksi layanan API Bank BRI telah mencapai Rp 40 triliun,Kontan,BBRI,BRI Bank API service transactions have reached IDR 40 trillion
206,2020-12-13,BRI Beri Bantuan Sarana Prasarana bagi 1.000 Pasar Rp 25 M,CNBC Indonesia,BBRI,"BRI Provides Infrastructure Assistance for 1,000 Markets of Rp 25 Billion"
207,2020-12-14,BRI Ventures & GDP Suntik Modal ke Produsen Sepatu Brodo,CNBC Indonesia,BBRI,BRI Ventures & GDP Inject Capital into Shoe Manufacturer Brodo
208,2020-12-14,"UMKM Go Global, Business Matching BRI Raih Kontrak US$59 Juta",CNBC Indonesia,BBRI,"MSMEs Go Global, Business Matching BRI Wins US$ 59 Million Contract"
209,2020-12-14,"BRI Syariah (BRIS) Ganti Nama, BRI Agro (AGRO) Digadang jadi Bank Digital",Bisnis,BBRI,"BRI sharia (BRIS) Changes Name, BRI Agro (AGRO) is Expected to Become a Digital Bank"
210,2020-12-14,Bahana Artha Ventura akan sinergi dengan Bank BRI,Kontan,BBRI,Bahana Artha Ventura will synergize with Bank BRI
211,2020-12-14,"Nilai tukar rupiah menguat, ini kurs dollar-rupiah di BRI hari ini Senin 14 Desember",Kontan,BBRI,"The rupiah exchange rate has strengthened, this is the dollar-rupiah exchange rate at BRI today, Monday 14 December"
212,2020-12-15,"Selain Tunjuk Pengurus, Ini Hasil Lengkap RUPSLB BRI Syariah (BRIS)",Bisnis,BBRI,"Apart from Appointing Management, These are the Complete Results of the BRI sharia (BRIS) EGMS"
213,2020-12-16,125 Ribu Karyawan dari 5 Negara Peringati HUT ke-125 BRI,CNBC Indonesia,BBRI,125 Thousand Employees from 5 Countries Commemorate BRI's 125th Anniversary
214,2020-12-16,"Imbas Corona, Bos BRI: 2,5% Debitur Berpotensi Gagal Bayar",CNBC Indonesia,BBRI,"Corona Impact, BRI Boss: 2.5% of Debtors Potentially Fail to Pay"
215,2020-12-16,Erick Buka-bukaan soal Alasan 'Lebur' BRI-PNM-Pegadaian,CNBC Indonesia,BBRI,Erick opens up about the reasons for the 'melting down' of BRI-PNM-Pegadaian
216,2020-12-16,"Bos BRI: UMKM Cepat Kena Krisis, tapi Paling Cepat Pulih",CNBC Indonesia,BBRI,"BRI Boss: MSMEs hit the crisis quickly, but recover the fastest"
217,2020-12-18,"Produk UMKM BRI Kian Beragam, Ekonomi Kreatif Berkembang",CNBC Indonesia,BBRI,"BRI MSME Products are Increasingly Diverse, Creative Economy is Developing"
218,2020-12-20,Mahasiswa Ini Kasih Saham BBRI untuk Hadiah Wisuda Pacarnya,Bisnis,BBRI,This student gave BBRI shares as a graduation gift for his girlfriend
219,2020-12-21,"Saham BRI Agro (AGRO) kena suspensi, harga melesat 748% di semester II 2020",Kontan,BBRI,"BRI Agro (AGRO) shares were suspended, prices shot up 748% in the second semester of 2020"
220,2020-12-21,"Dominasi Pasar Perdana dan Sekunder, BRI Borong Tiga Penghargaan Sebagai Dealer Utama dari Kemenkeu",Bisnis,BBRI,"Dominating Primary and Secondary Markets, BRI Receives Three Awards as Main Dealer from the Ministry of Finance"
221,2020-12-21,"Jadi Dealer Utama Kemenkeu, BRI Borong Tiga Penghargaan",CNBC Indonesia,BBRI,"Becoming the Main Dealer for the Ministry of Finance, BRI Wins Three Awards"
222,2020-12-23,"Mantap! Pertama di Indonesia, BRI Dapat Izin Kerja Sama dengan Alipay",Bisnis,BBRI,"Excellent! First in Indonesia, BRI Receives Cooperation Permit with Alipay"
223,2020-12-23,BRI & Danareksa Sekuritas Sinergi Perkuat Layanan & Pemasaran,CNBC Indonesia,BBRI,BRI & mutual funds securities Synergize to Strengthen Services & Marketing
224,2020-12-23,BRI resmi mendapat izin menggandeng Alipay,Kontan,BBRI,BRI officially received permission to collaborate with Alipay
225,2020-12-23,Pertama di Indonesia! BRI Dapat Restu Gandeng Alipay,CNBC Indonesia,BBRI,First in Indonesia! BRI Gets Approval of Collaborating with Alipay
226,2020-12-28,BRI & OVO Kolaborasi Luncurkan Co-brand Credit Card,CNBC Indonesia,BBRI,BRI & OVO Collaborate to Launch Co-brand Credit Card
227,2020-12-28,"Bank BRI Mau RUPSLB 21 Januari, Agendanya Apa yah?",CNBC Indonesia,BBRI,"BRI Bank wants an EGMS on January 21, what's the agenda?"
228,2020-12-28,Cek Sekarang! Ini Update Terbaru BRI Credit Card Mobile,CNBC Indonesia,BBRI,Check Now! This is the Latest BRI Credit Card Mobile Update
229,2020-12-29,"Dorong Micropayment, BRI Fasilitasi Pedagang di Jakarta",CNBC Indonesia,BBRI,"Encouraging Micropayments, BRI Facilitates Traders in Jakarta"
230,2021-01-02,"Bangkitkan UMKM, Ini Strategi BRI Akselerasi KUR di 2021",CNBC Indonesia,BBRI,"Revive MSMEs, this is BRI's strategy to accelerate KUR in 2021"
231,2021-01-03,"5 Bank Terbesar dari sisi Aset: BRI Tetap Juara, BCA Tembus Rp1.000 Triliun",Bisnis,BBRI,"5 Largest Banks in terms of Assets: BRI Remains Champion, BCA Reaches IDR 1,000 Trillion"
232,2021-01-06,BRI Agro & TaniHub Kolaborasi dalam Layanan Bank bagi Petani,CNBC Indonesia,BBRI,BRI Agro & TaniHub Collaborate in Banking Services for Farmers
233,2021-01-06,"Genjot kredit pertanian, BRI Agro jalin kerja sama dengan Tanihub",Kontan,BBRI,"Boosting agricultural credit, BRI Agro collaborates with Tanihub"
234,2021-01-07,Begini BRI Rampungkan Penyaluran Dana PEN & Bansos 2020,CNBC Indonesia,BBRI,This is how BRI completes the distribution of 2020 PEN & Social Assistance funds
235,2021-01-11,"Ada PPKM Jawa-Bali, BRI Ubah Jam Operasional",CNBC Indonesia,BBRI,"There is PPKM Java-Bali, BRI Changes Operational Hours"
236,2021-01-12,"BRI (BBRI) Siapkan Rp3,5 Triliun untuk Capex Digital dan IT",Bisnis,BBRI,BRI (BBRI) Prepares IDR 3.5 Trillion for Digital and IT Capex
237,2021-01-13,"Ketahanan Pangan, BRI Berdayakan Klaster Tahu & Tempe",CNBC Indonesia,BBRI,"Food Security, BRI Empowers Tofu & Tempeh Clusters"
238,2021-01-13,Gokil! Saham BBRI Tembus Rekor Tertinggi Sepanjang Sejarah,CNBC Indonesia,BBRI,Crazy! BBRI Shares Reach Highest Record in History
239,2021-01-13,"Menuju Rekor Tertinggi, Yuk Lihat Valuasi Saham BRI",CNBC Indonesia,BBRI,"Towards the highest record, let's look at BRI share valuation"
240,2021-01-14,"Berlomba Tembus Rekor, Market Cap BRI Nyaris Rp 600 T",CNBC Indonesia,BBRI,"Racing to Break the Record, BRI's Market Cap Nearly IDR 600 T"
241,2021-01-14,"Saham BBRI Cetak All Time High, Begini Komentar Bos BRI",Bisnis,BBRI,"BBRI Shares Print All Time High, Here's BRI Boss's Comments"
242,2021-01-15,BRI Pastikan Layanan Perbankan Tetap Beroperasi Pasca Gempa Majene dan Mamuju,Bisnis,BBRI,BRI Ensures Banking Services Continue to Operate After the Majene and Mamuju Earthquakes
243,2021-01-15,BRI Apresiasi Mitra & Unit Kerja Terbaik Lewat BRIAPI AWARDS,CNBC Indonesia,BBRI,BRI Appreciates Best Partners & Work Units Through BRIAPI AWARDS
244,2021-01-16,BRI Dirikan Posko & Berikan Bantuan ke Korban Banjir Kalsel,CNBC Indonesia,BBRI,BRI Establishes Command Post & Provides Assistance to South Kalimantan Flood Victims
245,2021-01-17,Bantuan BRI Group Berlanjut Untuk Korban Bencana di 4 Wilayah,CNBC Indonesia,BBRI,BRI Group Assistance Continues for Disaster Victims in 4 Regions
246,2021-01-18,Simak! Ini Dampak Besar Holding Ultra Mikro BRI-PNM-Pegadaian,CNBC Indonesia,BBRI,Listen! This is the big impact of BRI-PNM-Pegadaian Ultra Micro Holding
247,2021-01-18,"Bantuan BRI Group Terus Berlanjut Untuk Korban Bencana Sulbar, Kalsel, Jabar dan Sulut",Bisnis,BBRI,"BRI Group Assistance Continues for Disaster Victims in West Sulawesi, South Kalimantan, West Java and North Sulawesi"
248,2021-01-18,BRI Optimistis Kredit Tahun Ini Bisa Tembus Rp 1.000 T,CNBC Indonesia,BBRI,"BRI is Optimistic that Credit This Year Can Reach IDR 1,000 T"
249,2021-01-18,"Saham Bank BRI (BBRI) Laris Manis, Ikut Beri Tenaga ke Indeks IDX BUMN20",Bisnis,BBRI,"Bank BRI (BBRI) shares are selling well, also providing energy to the IDX BUMN20 Index"
250,2021-01-18,"BCA & BRI di Puncak, Market Cap Astra-Unilever Kejar-Kejaran",CNBC Indonesia,BBRI,"BCA & BRI in Puncak, Astra-Unilever Market Cap Chasing"
251,2021-01-19,"Lo Kheng Hong Sebut Saham BBCA, BBRI, UNVR, Sinyal Cuan Big Caps Hari Ini?",Bisnis,BBRI,"Lo Kheng Hong Called BBCA, BBRI, UNVR Shares, Big Caps Profit Signals Today?"
252,2021-01-20,BRI Fasilitasi Layanan Keuangan Pertamina Lubricants,CNBC Indonesia,BBRI,BRI Facilitates Pertamina Lubricants Financial Services
253,2021-01-20,"BRI Rombak Direksi Besok, Siapa Pengganti Wisto Prihadi?",CNBC Indonesia,BBRI,"BRI Changes Board of Directors Tomorrow, Who Will Replace Wisto Prihadi?"
254,2021-01-20,"Cetak Sejarah Market Cap Rp 600 T, Ini Kata Bos BRI Sunarso",CNBC Indonesia,BBRI,"Print the history of the market cap of IDR 600 T, this is what BRI boss Sunarso said"
255,2021-01-21,"BRI angkat empat direktur baru dari jajaran internal, berikut profilnya",Kontan,BBRI,"BRI appoints four new directors from internal ranks, here are their profiles"
256,2021-01-21,"Saham BBRI sentuh rekor tertinggi, cek PER dan PBV terbaru (20/1/2021)",Kontan,BBRI,"BBRI shares touch record high, check the latest PER and PBV (20/1/2021)"
257,2021-01-21,"BRI Berhentikan 4 Direktur, Ini Susunan Direksi BBRI Terbaru",Bisnis,BBRI,"BRI Dismisses 4 Directors, This is the Latest Composition of the BBRI Board of Directors"
258,2021-01-21,Catat! Ini Hasil Lengkap RUPSLB BRI Januari 2021,CNBC Indonesia,BBRI,Note! These are the complete results of the January 2021 BRI EGMS
259,2021-01-22,"Ramaikan bisnis neobank, BRI ingin jadikan BRI Agro sebagai bank digital",Kontan,BBRI,"Enlivening the neobank business, BRI wants to make BRI Agro a digital bank"
260,2021-01-22,"Saham BBRI turun 2,04 % sehari, berapa kini PER dan PBV 21 Januari 2021?",Kontan,BBRI,"BBRI shares fell 2.04% a day, what are the PER and PBV now on January 21 2021?"
261,2021-01-22,"Jadi Direktur Termuda di Bank BRI, Ini Sosok Arga Nugraha",CNBC Indonesia,BBRI,"Becoming the youngest director at Bank BRI, this is the figure of Arga Nugraha"
262,2021-01-22,"Angkat Direksi Milenial, BRI Jalankan Regenerasi dengan Baik",CNBC Indonesia,BBRI,"Appoint Millennial Directors, BRI Carry Out Regeneration Well"
263,2021-01-22,"Ini Rekam Jejak Agus Winardono, Direktur Human Capital BRI",CNBC Indonesia,BBRI,"This is the track record of Agus Winardono, Director of Human Capital BRI"
264,2021-01-22,Serius Nih! BRI Siapkan BRI Agro Jadi Bank Digital,CNBC Indonesia,BBRI,Seriously! BRI Prepares BRI Agro to Become a Digital Bank
265,2021-01-22,"Intip Profil Viviana Dyah, Direktur Keuangan BRI yang Baru",CNBC Indonesia,BBRI,"Take a peek at the profile of Viviana Dyah, BRI's new finance director"
266,2021-01-22,"Jadi Direktur BKM Bank BRI, Ini Profil Amam Sukriyanto",CNBC Indonesia,BBRI,"Becoming Director of BKM Bank BRI, This is Amam Sukriyanto's Profile"
267,2021-01-22,"BRI Rombak 4 Direksi, Nasabah Kresna Life Stres & Depresi",CNBC Indonesia,BBRI,"BRI Changes 4 Directors, Kresna Life Stress & Depression Customers"
268,2021-01-22,Generasi Muda di Direksi BRI Bawa Spirit Perubahan,CNBC Indonesia,BBRI,The Young Generation on BRI's Board of Directors Brings a Spirit of Change
269,2021-01-22,Membedah Potensi Tersembunyi dari BRI,CNBC Indonesia,BBRI,Dissecting the Hidden Potential of BRI
270,2021-01-24,"Kelola Risiko, BRI Jaga Pencadangan Terukur selama Pandemi",CNBC Indonesia,BBRI,"Manage Risk, BRI Maintains Measurable Reserves during the Pandemic"
